Lineage,Number_of_sequences,Number_of_sequences_with_adm2,Number_adm2s,Earliest_sequence,Latest_sequence*,Days_between_earliest_and_latest_sequences*,Max_distance_between_sequences_km,Average_distance_between_sequences_km,Median_distance_between_sequences_km
B.1.pruned_DTA_MCC_720,1,1,1,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_724,1,1,1,20/04/2020,20/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_726,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_727,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_728,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_729,1,1,1,22/04/2020,22/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_730,1,1,1,22/04/2020,22/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_732,1,1,1,23/04/2020,23/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_733,1,1,1,27/04/2020,27/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_734,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_735,1,1,1,06/05/2020,06/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_736,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_737,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_738,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_739,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_740,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_741,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_742,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_743,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_744,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_745,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_746,1,1,1,09/03/2020,09/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_747,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_748,1,1,1,05/03/2020,05/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_749,1,1,1,09/03/2020,09/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_750,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_753,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_754,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_755,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_756,1,1,1,08/03/2020,08/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_757,1,1,1,04/03/2020,04/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_758,1,1,1,10/03/2020,10/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_759,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_760,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_761,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_762,1,1,1,11/03/2020,11/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_764,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_766,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_770,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_771,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_772,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_774,1,1,1,13/04/2020,13/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_775,1,1,1,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_777,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_779,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_780,1,1,1,17/04/2020,17/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_781,1,1,1,17/04/2020,17/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_784,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_785,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_788,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_789,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_790,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_791,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_793,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_794,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_796,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_797,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_798,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_801,1,1,1,13/04/2020,13/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_802,1,1,1,30/04/2020,30/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_803,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_806,1,1,1,07/05/2020,07/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_807,1,1,1,08/05/2020,08/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_808,1,1,1,11/05/2020,11/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_809,1,0,0,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_810,1,0,0,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_811,1,0,0,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_812,1,0,0,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_813,1,0,0,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_814,1,0,0,12/04/2020,12/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_815,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_816,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_817,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_818,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_819,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_820,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_821,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_822,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_823,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_824,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_825,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_826,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_827,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_828,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_829,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_830,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_831,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_832,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_833,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_835,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_836,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_842,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_843,1,1,1,22/04/2020,22/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_845,1,1,1,02/05/2020,02/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_848,1,1,1,23/05/2020,23/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_852,1,1,1,25/05/2020,25/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_853,1,0,0,27/02/2020,27/02/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_854,1,0,0,11/03/2020,11/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_855,1,0,0,19/03/2020,19/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_856,1,0,0,18/03/2020,18/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_859,1,0,0,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_863,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_864,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_867,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_868,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_869,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_870,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_871,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_873,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_874,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_876,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_877,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_878,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_879,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_880,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_882,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_883,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_884,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_885,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_886,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_887,1,0,0,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_888,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_889,1,0,0,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_890,1,0,0,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_891,1,0,0,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_892,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_893,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_894,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_895,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_896,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_897,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_898,1,0,0,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_899,1,0,0,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_900,1,1,1,13/04/2020,13/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_902,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_903,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_904,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_905,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_906,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_907,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_908,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_909,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_910,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_911,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_912,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_913,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_914,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_915,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_918,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_919,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_920,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_921,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_922,1,1,1,10/04/2020,10/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_923,1,1,1,12/04/2020,12/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_924,1,1,1,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_925,1,1,1,12/04/2020,12/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_926,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_928,1,1,1,14/04/2020,14/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_929,1,1,1,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_930,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_932,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_933,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_934,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_935,1,1,1,18/04/2020,18/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_936,1,1,1,18/04/2020,18/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_937,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_938,1,1,1,25/04/2020,25/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_939,1,1,1,24/04/2020,24/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_940,1,1,1,24/04/2020,24/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_941,1,1,1,29/04/2020,29/04/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_942,1,1,1,01/05/2020,01/05/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_943,1,1,1,02/05/2020,02/05/2020,0,NA,NA,NA
B.1.X_DTA_MCC_1,1,1,1,06/03/2020,06/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_4,1,1,1,10/03/2020,10/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_5,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_6,1,0,0,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_7,1,1,1,14/03/2020,14/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_9,1,1,1,17/03/2020,17/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_10,1,1,1,18/03/2020,18/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_12,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_13,1,1,1,10/03/2020,10/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_14,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_15,1,0,0,18/03/2020,18/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_16,1,0,0,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_17,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_19,1,1,1,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_20,1,1,1,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_22,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_23,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_24,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_25,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_26,1,0,0,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_28,1,0,0,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_30,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_32,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_33,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_36,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_38,1,0,0,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_39,1,0,0,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_41,1,0,0,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_42,1,0,0,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_45,1,0,0,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_47,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_49,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_50,1,1,1,14/04/2020,14/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_52,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_54,1,1,1,01/05/2020,01/05/2020,0,NA,NA,NA
B.1.X_DTA_MCC_56,1,1,1,11/05/2020,11/05/2020,0,NA,NA,NA
B.1.X_DTA_MCC_60,1,1,1,12/05/2020,12/05/2020,0,NA,NA,NA
B.1.X_DTA_MCC_61,1,0,0,28/04/2020,28/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_62,1,1,1,17/03/2020,17/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_64,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_65,1,1,1,11/03/2020,11/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_66,1,1,1,11/03/2020,11/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_67,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_68,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_69,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_70,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_74,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_75,1,0,0,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_76,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_77,1,0,0,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_78,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_79,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_81,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_84,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_85,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_86,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_87,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_89,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_90,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_93,1,1,1,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_94,1,0,0,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_95,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_98,1,0,0,23/04/2020,23/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_100,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_103,1,0,0,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_104,1,0,0,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_106,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_108,1,0,0,04/05/2020,04/05/2020,0,NA,NA,NA
B.1.X_DTA_MCC_109,1,0,0,04/05/2020,04/05/2020,0,NA,NA,NA
B.1.X_DTA_MCC_110,1,1,1,05/06/2020,05/06/2020,0,NA,NA,NA
B.1.X_DTA_MCC_112,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_114,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_116,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_117,1,1,1,27/04/2020,27/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_122,1,1,1,29/04/2020,29/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_123,1,1,1,06/05/2020,06/05/2020,0,NA,NA,NA
B.1.X_DTA_MCC_124,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_126,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_127,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_128,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_129,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_131,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_132,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_134,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_135,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_138,1,1,1,17/03/2020,17/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_139,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_140,1,1,1,16/03/2020,16/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_141,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_142,1,1,1,16/03/2020,16/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_143,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_144,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_145,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_146,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_147,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_148,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_149,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_150,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_151,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.X_DTA_MCC_153,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_154,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_155,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_156,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_157,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_158,1,0,0,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_159,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_160,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_161,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_162,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_163,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_164,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_165,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_167,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_168,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_169,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.X_DTA_MCC_170,1,0,0,05/04/2020,05/04/2020,0,NA,NA,NA
